,Title,Rating,Content
325,Sounds amazing,4,"These are small speakers but they sound so good! Totally worth the money. They are my very first speakers, I love them. I recommend it guys."
326,Sick,5,Great purchase. Great for casual joke recording so far
327,Great,5,Perfect for my small home set up. I only make demos and record/ mix / master elsewhere so these are perfect.
328,great for the guitar,5,"If you know what these are for they are great, clear unbiased sound, just what I was looking for"
329,⭐️⭐️⭐️⭐️⭐️,5,If anyone’s struggling to decide what speakers to get themselves and are a bedroom production artist then these are the best budget speakers and definitely worth the extra money for the 4.5s vs. the 3.5s!
330,Excellent,5,Excellent
331,Great sound and value. Don’t worry about hiss or hum.,5,"I was a bit worried about purchasing these as there are quite a few reviews complaining about mains hum and hiss. I can report that you can hear a hiss only if you put your ear up to the speaker, that you will get with all active speakers, you get a mild buzzing sound from the left one when you are connected with Bluetooth. These are both very minor and nothing to worry about (I am very fussy). The majority of bad reviews I think are relating to the older version of these. Presonus seem to have "
332,Top class,5,Sound is perfect and better than I imagined. Used on my synth and I couldn’t be happier with the quality of these speakers. Good value for money
333,Good quality product,5,"All positives for this amazing product, warm sound quality for this decent sized cone and ample for my requirements for music production. Have tested playing back a CD, the sound quality is rich. Totally satisfied."
334,Excellent Speakers,5,"For the money you pay to get these speakers, I'm blown away by just how good they are.

Build quality

Well built and feel high quality. They also look great. Can't complain

Set up

Set up was a breeze. Plugged them into my audio interface and a power outlet on my wall and they were good to go.

Sound quality

Sound quality is amazing for what you pay. It's clear and doesn't break up on high volumes. These are great for gaming, music production, video production and casual listening to music.

"
335,Bass Response is nonexistent,3,"I like these speakers for mixing- I have a small setup (laptop, keyboard controller and the speakers). They give you a really good idea of balancing levels BUT- it's really difficult to balance bass instruments as there is virtually no bass response. I have to switch to headphones to do that. Trying to eq a bass instrument is very difficult on these speakers. If they had a better bass response then I would give 10/10 for this product. The mid, treble and stereo image are very accurate though. I'"
336,Sound great,5,The 3.5 are a bit smaller than I thought but they sound really good. Definitely worth the money.
337,Broken right speakers,3,good thanks
338,"Sounds great, bluetooth a real plus",4,"The sound is great so far. Using as monitors for mixing home recordings and also for listening to music. The Bluetooth connection is really handy as means I can play music from different devices without having to plug in. Good value overall, would highly recommend for home use."
339,"Great sound, poor legacy bluetooth connectivity",3,"Despite the cheap feeling plastic case these actually produce a very pleasing sound. Deep and detailed enough for use on a desk for sure.

Bluetooth paired up instantly with 2021 MacBook Air and played flawlessly. However, I bought them to sit either side of a 2012 iMac running OS 10.11.6. Forget it. Spotify refused to accept there was anything to play through, and any native Mac sound source was stuttering and distorted.

Unfortunately have had to return. If I end up ditching the old tech I'd c"
340,Broke after 23 months,1,"Ordered them on the 31 August 2019, non-functional on 8 August 2021. These have had a seriously easy life - I expect more from them. Their replacements will not be PreSonus.
When they were working they were OK, not as good as my Mackies but still OK. But now they're bust"
